LCLid,Age,Sex,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,Label
ugrkci3w,74,M,24-02-21,0.232,0.273291667,1.189,48,0.207777291,13.118,0.054,0
4lfj9cwo,52,M,25-02-21,0.25,0.249583333,0.61,48,0.121537987,11.98,0.048,0
0zj98cx2,69,M,26-02-21,0.239,0.286583333,1.216,48,0.219318852,13.756,0.054,0
onq5f40g,51,M,27-02-21,0.2175,0.220645833,0.734,48,0.103496015,10.591,0.087,1
y8ak9pl8,60,M,28-02-21,0.277,0.277,0.277,1,,0.277,0.277,1
3r4xzy22,56,M,22-10-19,0.748,0.802,1.331,19,0.298811721,15.238,0.331,1
ja73e4h8,55,M,23-10-19,0.5285,0.574541671,1.6390001,48,0.330275523,27.5780002,0.069,0
y1uogztt,54,M,24-10-19,0.5355,0.540250004,1.648,48,0.360485705,25.9320002,0,1
y14kw98d,77,M,25-10-19,0.6065,0.650562496,1.798,48,0.366951662,31.2269998,0.075,1
sylmpfw6,63,M,26-10-19,0.545,0.671520833,1.86,48,0.43428317,32.233,0.044,1
j2wwql4j,55,M,27-10-19,0.7045,0.705500002,1.929,48,0.501490926,33.8640001,0,1
lpmzzojh,52,M,28-10-19,0.4485,0.504145831,1.54,48,0.336396672,24.1989999,0.011,1
pcr9oile,64,M,29-10-19,0.652,0.735562498,1.6569999,48,0.388856852,35.3069999,0.024,1
surjd0al,60,F,30-10-19,0.558,0.663854169,2.079,48,0.425622099,31.8650001,0.054,1
2hcnhtzd,60,M,31-10-19,0.6025,0.662604165,1.753,48,0.412653103,31.8049999,0.047,1
sp48buak,58,M,01-11-19,0.5845,0.571520831,1.737,48,0.32119782,27.4329999,0.099,1
f7idvg6g,59,M,02-11-19,0.542,0.51075,0.87,48,0.166413929,24.516,0.192,1
ihhukfki,61,M,03-11-19,0.5505,0.518666667,0.909,48,0.175363857,24.896,0.233,1
fojzhlzx,40,M,04-11-19,0.564,0.774083329,2.8659999,48,0.575203182,37.1559998,0.265,1
9o56tchg,61,M,05-11-19,0.154,0.239895833,1.052,48,0.22086698,11.515,0,1
rinlrdra,41,M,06-11-19,0.439,0.43325,1.258,48,0.303169112,20.796,0,1
jysy5y2h,57,M,07-11-19,0.422,0.4016875,0.865,48,0.258379496,19.281,0.002,1
1h4087tx,63,M,08-11-19,0.65,0.647583335,1.324,48,0.352608752,31.0840001,0.083,1
k6z3ooko,59,F,09-11-19,0.455,0.4249375,1.2,48,0.250765501,20.397,0.051,0
cisjluvj,51,M,10-11-19,0.5275,0.476208333,0.825,48,0.204383136,22.858,0.018,1
ovwjxfaj,59,M,11-11-19,0.521,0.495541667,1.228,48,0.207835856,23.786,0.122,1
fiymeea5,42,M,12-11-19,0.326,0.417354171,2.3150001,48,0.466805203,20.0330002,0.005,1
i74p20xz,55,M,13-11-19,0.0555,0.086479167,0.313,48,0.091404406,4.151,0,0
hszyblum,63,M,14-11-19,0.058,0.087958333,0.332,48,0.089434621,4.222,0,1
mtx8mt63,62,M,15-11-19,0.055,0.094145833,0.349,48,0.094329885,4.519,0,1
1v5bb69q,56,M,16-11-19,0.082,0.112145833,0.351,48,0.097663554,5.383,0.001,0
wvxabd3t,53,F,17-11-19,0.106,0.139166667,0.35,48,0.098281042,6.68,0.006,0
vbxhxyu5,68,M,18-11-19,0.097,0.424958335,3.51,48,0.825509314,20.3980001,0,1
vpblnie6,53,M,19-11-19,0.3295,0.3795625,1.049,48,0.25759765,18.219,0,1
yqayti0i,60,M,20-11-19,0.5365,0.533041663,1.183,48,0.294556057,25.5859998,0.045,1
7y8ixx74,62,M,21-11-19,0.56,0.737770833,2.1029999,48,0.519894432,35.413,0.043,1
8ft64wi5,59,M,22-11-19,0.8775,1.026000002,2.425,48,0.59252417,49.2480001,0.075,1
dkreswvk,51,M,23-11-19,0.613,0.645729167,1.582,48,0.422581667,30.995,0,0
hehxv69y,61,M,24-11-19,0.6375,0.882583331,2.293,48,0.591166924,42.3639999,0.251,1
jiu68kaq,57,M,25-11-19,0.6695,0.691083333,1.936,48,0.402279821,33.172,0.003,1
qk7djmv3,56,M,26-11-19,0.3515,0.538520831,2.095,48,0.501934722,25.8489999,0.002,0
g8qm7n6t,58,M,27-11-19,0.6505,0.743875004,2.3050001,48,0.548669142,35.7060002,0.056,1
i4fimwmw,69,M,28-11-19,0.5095,0.595124998,1.607,48,0.367610431,28.5659999,0.063,1
lhszl8i5,67,M,29-11-19,0.554,0.677437506,1.7970001,48,0.4958719,32.5170003,0.021,1
5nid4amd,58,F,30-11-19,0.3555,0.447395833,1.166,48,0.309314255,21.475,0,0
ywo1kdig,65,M,01-12-19,0.5885,0.539604167,0.949,48,0.228130957,25.901,0.097,0
d3me8e7r,63,M,02-12-19,0.693,0.825416667,1.965,48,0.46297456,39.62,0.21,1
6jvdu0mr,55,M,03-12-19,0.3355,0.635062502,1.937,48,0.581419778,30.4830001,0.073,1
i0ae1lxg,57,F,04-12-19,0.4195,0.427458333,2.908,48,0.435694015,20.518,0,1
sdi9nfqn,65,M,05-12-19,0.502,0.626708338,1.651,48,0.516745507,30.0820002,0,1
f03e7tlw,54,M,06-12-19,0.592,0.695104167,2.0380001,48,0.491405034,33.365,0.021,1
1evsmqw6,72,M,07-12-19,0.568,0.5936875,1.447,48,0.347637691,28.497,0.078,0
dru41bqa,75,M,08-12-19,0.6395,0.768770835,1.9960001,48,0.538494763,36.9010001,0.044,1
zlt0734s,49,M,09-12-19,0.593,0.624416667,1.604,48,0.399403482,29.972,0.028,0
t3teofwn,51,M,10-12-19,0.519,0.559145835,1.227,48,0.354574606,26.8390001,0.004,1
sxlclatt,60,M,11-12-19,0.469,0.587437504,1.727,48,0.451562067,28.1970002,0.02,1
k17libjy,64,M,12-12-19,0.5825,0.7420625,1.932,48,0.503955605,35.619,0.074,0
zsp5v8hv,58,M,13-12-19,0.571,0.627458333,2.2119999,48,0.36225757,30.118,0.127,1
kiljv6cf,61,M,14-12-19,0.731,0.842583333,1.807,48,0.454767927,40.444,0.153,0
r847zzv9,67,M,15-12-19,0.83,0.857729167,1.591,48,0.353943903,41.171,0.108,0
fdg72g0f,62,M,16-12-19,0.612,0.701208329,2.585,48,0.460996787,33.6579998,0.129,0
d2d2nyrj,65,M,17-12-19,0.5475,0.548125006,2.3010001,48,0.447373279,26.3100003,0,1
yh54dekh,63,M,18-12-19,0.6915,0.772104167,1.89,48,0.473339572,37.061,0.036,1
ln3mik19,69,F,19-12-19,0.6565,0.698916662,1.804,48,0.427136316,33.5479998,0.075,1
ygjoj4x1,51,M,20-12-19,0.6125,0.818958329,2.6589999,48,0.579524591,39.3099998,0.074,1
snh84e3l,62,M,21-12-19,0.1625,0.181083333,0.449,48,0.116508941,8.692,0.002,0
f9xubxj8,55,M,22-12-19,0.1825,0.199479167,0.352,48,0.084938273,9.575,0.095,0
pst38f11,75,M,23-12-19,0.134,0.1715,0.353,48,0.08005716,8.232,0.054,0
aec86ffr,40,M,24-12-19,0.1275,0.1654375,0.349,48,0.077883685,7.941,0.079,1
ixslsd5s,67,M,25-12-19,0.133,0.167229167,0.354,48,0.090772392,8.027,0.002,0
xrpmbzfj,58,M,26-12-19,0.1545,0.17175,0.344,48,0.095084173,8.244,0.012,0
8mjeq5cp,60,M,27-12-19,0.1255,0.162875,0.352,48,0.092836765,7.818,0.012,1
a015lf42,63,M,28-12-19,0.1015,0.1039375,0.136,48,0.020088534,4.989,0.049,1
h4abefw7,35,M,29-12-19,0.1105,0.108354167,0.14,48,0.016656083,5.201,0.065,0
w6v8r9an,62,M,30-12-19,0.1015,0.0943125,0.141,48,0.035186528,4.527,0,0
tg6rxvmx,43,M,31-12-19,0.108,0.1095,0.139,48,0.014223146,5.256,0.084,1
ayznunl1,63,M,01-01-20,0.104,0.0878125,0.186,48,0.047895567,4.215,0,0
dl8lmqh4,68,M,02-01-20,0.104,0.1036875,0.141,48,0.02094182,4.977,0.059,0
atjdufbg,65,M,03-01-20,0.103,0.09675,0.14,48,0.032932878,4.644,0,0
6aftfuvv,48,M,04-01-20,0.1075,0.105958333,0.184,48,0.036964594,5.086,0.013,0
oooijiwb,63,M,05-01-20,0.152,0.149020833,0.183,48,0.022214132,7.153,0.089,0
pgbqn4l1,64,M,06-01-20,0.1485,0.297125002,3.1110001,48,0.484363013,14.2620001,0.097,0
mf7oa6c2,61,M,07-01-20,0.684,0.717395833,1.513,48,0.348953435,34.435,0.115,0
ddbmb1m5,50,M,08-01-20,0.79,0.845437504,2.2019999,48,0.440496525,40.5810002,0.108,1
qtvv6hp8,59,M,09-01-20,0.5635,0.610041667,1.478,48,0.39771662,29.282,0.003,0
f4qbist7,55,M,10-01-20,0.798,0.882041667,2.6400001,48,0.52654446,42.338,0.044,1
wt27f25f,45,M,11-01-20,0.4575,0.478875,1.168,48,0.247348116,22.986,0.028,0
z5p3a64x,65,M,12-01-20,0.637,0.640041667,1.351,48,0.287923302,30.722,0.102,0
4dz6qt45,61,M,13-01-20,0.647,0.747500002,2.023,48,0.539893372,35.8800001,0,1
4vzxty7c,49,M,14-01-20,0.5635,0.573291669,1.3940001,48,0.351982594,27.5180001,0.062,1
39t0ik42,72,M,15-01-20,0.688,0.763833338,2.4030001,48,0.460641945,36.6640002,0.138,1
vlobpi1o,50,M,16-01-20,0.643,0.6584375,1.41,48,0.29298507,31.605,0.008,1
zwyo7ie8,64,M,17-01-20,0.569,0.539395833,1.301,48,0.26223343,25.891,0.096,1
ejhjs34g,55,M,18-01-20,0.6475,0.541458331,1.0089999,48,0.263952197,25.9899999,0.118,0
7mkyivlk,63,M,19-01-20,0.595,0.5480625,0.901,48,0.218699192,26.307,0.124,0
psobzdju,59,M,20-01-20,0.7045,0.789020829,1.714,48,0.407788661,37.8729998,0.113,1
5syxh6pm,56,M,21-01-20,0.454,0.474479167,1.501,48,0.324727774,22.775,0.026,0
7ymiunrw,62,M,22-01-20,0.6955,0.72110416,1.689,48,0.384094577,34.6129997,0.087,0
o99ftusz,74,M,23-01-20,0.3755,0.498395835,1.638,48,0.372478004,23.9230001,0.074,0
hptezyl0,54,M,24-01-20,0.883,0.944229169,1.943,48,0.453849555,45.3230001,0.204,1
wdiaz8dw,57,M,25-01-20,0.74,0.689437498,1.51,48,0.348169245,33.0929999,0.049,0
04ja3rdw,62,M,26-01-20,0.362,0.412541667,1.497,48,0.341370203,19.802,0,1
y9w4qkwf,76,M,27-01-20,0.839,1.13014584,2.8369999,48,0.678417597,54.2470003,0.174,1
ef4upex5,54,M,28-01-20,0.785,0.973020846,2.0910001,48,0.474094564,46.7050006,0.275,1
sdr7dkbg,70,M,29-01-20,0.8965,0.814395838,2.0880001,48,0.483605253,39.0910002,0.093,1
3420qo8m,61,M,30-01-20,0.625,0.7819375,2.848,48,0.565344196,37.533,0.092,1
i5g4d3dg,48,M,31-01-20,0.837,1.006499996,2.0799999,48,0.506243185,48.3119998,0.151,0
ehanlxa1,48,M,01-02-20,1.1995,1.154124998,3.352,48,0.625509919,55.3979999,0.129,0
59oflq1x,61,M,02-02-20,0.6205,0.649062506,2.6470001,48,0.474032485,31.1550003,0.015,0
zxgp1coa,66,M,03-02-20,0.653,0.576104167,1.834,48,0.358005185,27.653,0.061,0
v3ynf208,68,M,04-02-20,0.751,0.946625,3.0940001,48,0.635044034,45.438,0.118,0
nqy2uqew,55,M,05-02-20,0.688,0.814291663,3.0339999,48,0.604654136,39.0859998,0.062,1
3enx8vn7,62,M,06-02-20,0.7665,0.816020823,1.893,48,0.391331078,39.1689995,0.123,0
39wguz45,71,M,07-02-20,0.6155,0.591708335,1.724,48,0.313272365,28.4020001,0.098,1
fg47hjuk,74,M,08-02-20,0.5955,0.569416665,1.0369999,48,0.23442077,27.3319999,0.107,1
hl171olc,53,F,09-02-20,0.646,0.596791665,1.0039999,48,0.19971074,28.6459999,0.162,0
gopr3ez4,58,M,10-02-20,0.691,0.613375,1.567,48,0.275764363,29.442,0.121,1
k25izhl0,75,M,11-02-20,0.591,0.588770833,1.309,48,0.326602122,28.261,0.042,0
7szsriw3,56,M,12-02-20,0.3395,0.487624998,1.933,48,0.40506719,23.4059999,0.066,0
0jzr0j4i,58,M,13-02-20,0.5205,0.599229171,2.3210001,48,0.45085118,28.7630002,0,0
nq0r09q6,64,M,14-02-20,0.538,0.600562504,1.595,48,0.393184436,28.8270002,0.096,1
pfi82uw2,54,M,15-02-20,0.7265,0.768666667,2.6889999,48,0.468490614,36.896,0.103,0
w2h5w02a,54,M,16-02-20,0.191,0.397166667,1.632,48,0.409311323,19.064,0,1
5uzg0iq8,59,M,17-02-20,0.0475,0.081520833,0.388,48,0.103338524,3.913,0,0
2lam42jj,55,M,18-02-20,0.0445,0.082958333,0.327,48,0.094528608,3.982,0,1
qd2v2zlh,57,M,19-02-20,0.0455,0.079145833,0.338,48,0.093660998,3.799,0,1
tiem47z6,61,M,20-02-20,0.0455,0.0831875,0.335,48,0.09346581,3.993,0,0
ulk5u223,41,M,21-02-20,0.0515,0.092708333,0.274,48,0.093432865,4.45,0,0
aoqh6r41,71,M,22-02-20,0.047,0.092395833,0.322,48,0.096149648,4.435,0,0
qiig9l5t,38,M,23-02-20,0.045,0.0933125,0.328,48,0.100095307,4.479,0,0
e3qbadfx,55,M,24-02-20,0.0415,0.266812502,2.138,48,0.53277119,12.8070001,0,1
o4rj5rev,56,M,25-02-20,0.1105,0.2339375,1.645,48,0.282048389,11.229,0.04,0
qs8dcl74,69,M,26-02-20,0.3225,0.358645833,1.362,48,0.305747183,17.215,0.011,0
oc477wb0,64,M,27-02-20,0.3555,0.496104169,2.155,48,0.554842564,23.8130001,0,0
a37goq4n,72,M,28-02-20,0.3455,0.414770835,1.54,48,0.378441784,19.9090001,0,0
ipllfog3,69,M,01-03-20,0.3655,0.453541667,1.482,48,0.388096498,21.77,0.019,1
zoai4kvn,56,M,02-03-20,0.549,0.492979169,1.3940001,48,0.320960698,23.6630001,0,1
vw6pvyew,62,M,03-03-20,0.5795,0.637687496,1.6339999,48,0.468202149,30.6089998,0,1
ihttwb65,67,M,04-03-20,0.334,0.388125002,1.196,48,0.355316562,18.6300001,0,0
uf8nhrqp,57,M,05-03-20,0.496,0.550333331,2.2509999,48,0.498682655,26.4159999,0,0
8znue9ya,69,M,06-03-20,0.518,0.704625,2.7679999,48,0.617399989,33.822,0.039,0
1wf6l6we,51,M,07-03-20,0.6545,0.9339375,2.3340001,48,0.673711676,44.829,0.06,0
j8nb8do4,48,M,08-03-20,0.52,0.469354167,0.794,48,0.159883533,22.529,0.098,0
55sici7j,69,F,09-03-20,0.5375,0.494791667,0.799,48,0.197023269,23.75,0.111,0
e4r1odv7,69,M,10-03-20,0.5495,0.654916665,2.0409999,48,0.44297974,31.4359999,0.196,1
x80iltcy,64,M,11-03-20,0.1115,0.298854169,1.589,48,0.36874578,14.3450001,0.002,0
vjzrehw1,57,M,12-03-20,0.2585,0.285729167,0.805,48,0.239777356,13.715,0,1
1msptdqk,53,M,13-03-20,0.2895,0.374875004,1.7460001,48,0.357633348,17.9940002,0,1
zwpu890v,37,M,14-03-20,0.383,0.479854169,1.781,48,0.378944732,23.0330001,0.002,1
xygoyhmc,67,M,15-03-20,0.8265,0.841833333,2.1570001,48,0.44438422,40.408,0.106,1
gb4mvrpt,74,M,16-03-20,0.57,0.620208333,1.598,48,0.429888751,29.77,0,1
jc932rxn,63,M,17-03-20,0.622,0.554854169,1.0420001,48,0.263592774,26.6330001,0.016,0
5rpdt3fs,58,M,18-03-20,0.8075,0.842187498,1.729,48,0.307324045,40.4249999,0.375,1
e1nmaiwj,61,M,19-03-20,0.623,0.5695,1.415,48,0.334535499,27.336,0.04,0
imudut2l,64,M,20-03-20,0.6055,0.675166671,1.9450001,48,0.418271139,32.4080002,0.159,0
9lvbyn9q,58,M,21-03-20,0.597,0.615874998,1.5549999,48,0.355544146,29.5619999,0,0
gwk683ek,60,M,22-03-20,0.621,0.56675,1.224,48,0.253309709,27.204,0,1
gzrid9ey,57,M,23-03-20,0.6025,0.559833333,0.927,48,0.197396925,26.872,0.085,0
fqji2ftf,55,M,24-03-20,0.653,0.641250002,1.227,48,0.299391052,30.7800001,0.093,1
8gmfql47,55,M,25-03-20,0.2145,0.297645833,1.112,48,0.256596172,14.287,0.014,1
g51ik21o,56,M,26-03-20,0.569,0.622958333,1.397,48,0.300421262,29.902,0.112,1
ib66oc89,57,M,27-03-20,0.626,0.536125,0.995,48,0.288610584,25.734,0,0
y4eqbzp0,61,M,28-03-20,0.6415,0.614229167,0.844,48,0.155453659,29.483,0.179,1
pvoe8enz,61,M,29-03-20,0.6685,0.5976875,1.05,48,0.232129289,28.689,0.13,1
pmpa95l9,74,M,30-03-20,0.6215,0.605604167,1.0190001,48,0.219549126,29.069,0.085,0
y0s0yydl,68,M,31-03-20,0.657,0.6476875,1.161,48,0.259852753,31.089,0.097,1
g28wm66x,51,M,01-04-20,0.109,0.280604169,1.7130001,48,0.35097038,13.4690001,0,0
c2qjyocx,62,M,02-04-20,0.092,0.094666667,0.321,48,0.094700049,4.544,0,1
r3l4q7hb,53,M,03-04-20,0.096,0.1065,0.371,48,0.096251665,5.112,0,0
u8k57n3v,62,M,04-04-20,0.0955,0.113166667,0.348,48,0.094610137,5.432,0,0
0zlcsg64,46,M,05-04-20,0.0955,0.108625,0.336,48,0.101211307,5.214,0,0
d9ve1bh0,54,M,06-04-20,0.093,0.097,0.336,48,0.096789308,4.656,0,1
amyte2vp,62,M,07-04-20,0.0985,0.246145833,1.796,48,0.388393636,11.815,0,1
fgygmzpb,55,M,08-04-20,0.3085,0.349270833,0.805,48,0.22316426,16.765,0,0
0exrepg4,58,M,09-04-20,0.7695,0.789291665,1.633,48,0.36575215,37.8859999,0.092,1
4s7imm2d,62,M,10-04-20,0.7085,0.858375004,3.0840001,48,0.59136787,41.2020002,0,1
su7q7iv5,70,M,11-04-20,0.558,0.539958331,1.191,48,0.280924001,25.9179999,0.036,1
0mqaczvt,67,M,12-04-20,0.463,0.459666667,0.798,48,0.178816717,22.064,0.096,1
c7u5w2vc,57,M,13-04-20,0.5245,0.4730625,0.742,48,0.147175739,22.707,0.145,0
330eis2m,64,M,14-04-20,0.4575,0.431458333,0.78,48,0.169110685,20.71,0.113,0
ijh1cazv,74,M,15-04-20,0.5635,0.838062502,2.378,48,0.558869734,40.2270001,0.089,0
jtmy43by,65,M,16-04-20,0.585,0.724645833,2.187,48,0.465944045,34.783,0.066,1
hppjo7nu,56,M,17-04-20,0.468,0.493437498,1.7589999,48,0.380955673,23.6849999,0.005,0
jjdgoeby,59,M,18-04-20,0.531,0.48375,1.046,48,0.247267406,23.22,0,0
8jb6j6hn,60,M,19-04-20,0.481,0.4263125,0.79,48,0.198092731,20.463,0.018,1
o05wct26,63,M,20-04-20,0.367,0.403416667,0.851,48,0.193981556,19.364,0.047,1
vpnyepie,59,M,21-04-20,0.478,0.588854167,3.2249999,48,0.535765741,28.265,0.093,1
a0iwvaqb,53,M,22-04-20,0.3815,0.518416669,1.42,48,0.376047071,24.8840001,0.028,0
31e5zxqt,44,M,23-04-20,0.506,0.63995834,2.0350001,48,0.479942871,30.7180003,0.062,1
4gn9s7nc,61,M,24-04-20,0.466,0.527229167,2.056,48,0.360514776,25.307,0,0
rkbpyxaw,57,F,25-04-20,0.5445,0.561833333,1.372,48,0.319793573,26.968,0,0
bk8tyv93,71,M,26-04-20,0.6445,0.873770838,2.631,48,0.637849991,41.9410002,0.059,0
zqykv75i,46,F,27-04-20,0.664,0.724833333,2.421,48,0.43755507,34.792,0.082,1
kzy0fh9j,53,M,28-04-20,0.535,0.6243125,1.927,48,0.387229941,29.967,0.039,0
z73pxely,64,M,29-04-20,0.4975,0.582625,2.6819999,48,0.437736755,27.966,0.041,0
0lyk9pmg,40,M,30-04-20,0.5295,0.557166667,2.027,48,0.378871523,26.744,0.036,1
kokqvub5,67,M,01-05-20,0.243,0.307416669,1.274,48,0.307207803,14.7560001,0,0
pv0itw6x,48,M,02-05-20,0.0445,0.0704375,0.303,48,0.088755439,3.381,0,1
hyy7i2cv,43,M,03-05-20,0.0435,0.0649375,0.309,48,0.083834286,3.117,0,0
5hnr4yxg,47,M,04-05-20,0.0445,0.06625,0.284,48,0.085417,3.18,0,1
qoghf1gb,54,M,05-05-20,0.04,0.072354167,0.292,48,0.094049441,3.473,0,1
djl2lwb8,48,M,06-05-20,0.046,0.245833331,1.582,48,0.394169758,11.7999999,0,1
2hg8hes0,46,M,07-05-20,0.496,0.528812502,2.3110001,48,0.397770854,25.3830001,0,1
e1pnv27l,51,M,08-05-20,0.5375,0.608541665,2.1029999,48,0.409801239,29.2099999,0.047,1
lkrgdt6y,58,M,09-05-20,0.518,0.497125,1.347,48,0.274015734,23.862,0.01,0
3bcpt23b,71,M,10-05-20,0.4615,0.419479167,0.793,48,0.208662712,20.135,0.032,0
3yk35rr0,57,M,11-05-20,0.477,0.420770833,0.76,48,0.210153261,20.197,0,0
78gc7w01,66,M,12-05-20,0.452,0.471291667,1.999,48,0.37167556,22.622,0,0
4zsqxin9,37,M,13-05-20,0.441,0.524562502,2.076,48,0.475368615,25.1790001,0,0
04vr53no,59,M,14-05-20,0.3235,0.557750004,2.0680001,48,0.582096239,26.7720002,0.029,0
5ofx84mw,50,M,15-05-20,0.202,0.389416663,2.2939999,48,0.566448753,18.6919998,0,0
1wp15s09,48,M,16-05-20,0.3255,0.450687502,1.477,48,0.418003016,21.6330001,0,1
l9f43jnu,61,M,17-05-20,0.2825,0.393854171,1.406,48,0.403480714,18.9050002,0,0
hdghi39p,59,M,18-05-20,0.472,0.467729167,1.086,48,0.267473502,22.451,0.044,0
aerx0f6n,42,M,19-05-20,0.389,0.425375,1.303,48,0.274776786,20.418,0.009,1
wtudcmzm,48,M,20-05-20,0.5545,0.619291671,3.3940001,48,0.516651671,29.7260002,0.004,1
e4niwqye,40,M,21-05-20,0.521,0.526541669,1.756,48,0.468123099,25.2740001,0,1
opa4ddpe,62,M,22-05-20,0.0395,0.081583333,0.303,48,0.101328166,3.916,0,0
4f3tsd8h,44,M,23-05-20,0.0295,0.067375,0.287,48,0.092285778,3.234,0,1
bpqf6s3g,46,M,24-05-20,0.038,0.075708333,0.293,48,0.097201033,3.634,0,0
usqnka2q,59,M,25-05-20,0.0415,0.066083333,0.299,48,0.085421566,3.172,0,0
dcqmhek3,58,M,26-05-20,0.0415,0.065375,0.28,48,0.085666008,3.138,0,0
4ch063v9,49,M,27-05-20,0.032,0.060291667,0.281,48,0.081490362,2.894,0,0
3rs7tilr,44,M,28-05-20,0.0425,0.079979167,0.291,48,0.096681862,3.839,0,0
7ft7wl7m,66,M,29-05-20,0.039,0.074208333,0.283,48,0.093183178,3.562,0,1
tddgum6g,65,M,30-05-20,0.0435,0.074729167,0.291,48,0.090495266,3.587,0,0
9ywao2yt,42,M,31-05-20,0.04,0.065833333,0.285,48,0.088709743,3.16,0,1
5imoguak,52,M,01-06-20,0.0455,0.063854167,0.282,48,0.08201997,3.065,0,1
4ehju330,65,M,02-06-20,0.038,0.191187502,2.1600001,48,0.471096451,9.1770001,0,0
eea0pajo,63,M,03-06-20,0.454,0.462895833,1.186,48,0.244793985,22.219,0.06,0
mbiqk8r7,45,M,04-06-20,0.414,0.516729167,1.948,48,0.378594194,24.803,0.007,1
a9m9cnzv,41,M,05-06-20,0.5005,0.51975,1.495,48,0.314672508,24.948,0.057,1
d2ruynj3,61,M,06-06-20,0.5445,0.586583335,1.96,48,0.348913139,28.1560001,0.049,1
7pvmsrsb,60,M,07-06-20,0.5435,0.587937498,1.341,48,0.319543715,28.2209999,0.049,1
gt0891ty,59,M,08-06-20,0.5425,0.646416667,2.1559999,48,0.468225522,31.028,0.075,0
w0cjo5pa,62,M,09-06-20,0.533,0.605770835,1.9960001,48,0.386644836,29.0770001,0.049,0
njtmoz6j,57,M,10-06-20,0.5075,0.477458333,0.953,48,0.214362782,22.918,0.013,1
yjcsgg48,51,M,11-06-20,0.452,0.567479169,2.6670001,48,0.500260834,27.2390001,0.043,1
kj9dkgz2,44,M,12-06-20,0.526,0.623979167,1.933,48,0.444449719,29.951,0.007,0
arsmynmo,60,M,13-06-20,0.553,0.685937496,2.1719999,48,0.433884199,32.9249998,0.028,0
zcn5ild9,63,M,14-06-20,0.5455,0.704812494,2.7869999,48,0.531341225,33.8309997,0.024,0
09d0zaq2,57,M,15-06-20,0.6235,0.711000002,2.279,48,0.473990308,34.1280001,0.12,1
y3u664xc,51,M,16-06-20,0.668,0.84020834,2.2980001,48,0.49863969,40.3300003,0.212,0
6pn44366,58,M,17-06-20,0.5295,0.617791669,2.0550001,48,0.407305422,29.6540001,0.002,0
jv7xcxyu,44,M,18-06-20,0.5885,0.629375,1.707,48,0.383029171,30.21,0.062,1
2nsmr399,47,M,19-06-20,0.54,0.543249996,2.1359999,48,0.373278533,26.0759998,0.049,0
at4j87fn,61,M,20-06-20,0.527,0.5474375,1.878,48,0.390098346,26.277,0,1
bnqtcjxi,57,M,21-06-20,0.465,0.480916665,1.725,48,0.335426611,23.0839999,0,0
y8j3brym,70,M,22-06-20,0.46,0.41825,1.238,48,0.268380922,20.076,0,1
v6lsktty,76,M,23-06-20,0.4525,0.44225,1.419,48,0.268626332,21.228,0.011,0
erhu9yx5,67,M,24-06-20,0.3875,0.4084375,1.411,48,0.279810263,19.605,0,0
7xuddnr7,45,M,25-06-20,0.3525,0.33875,1.29,48,0.250451465,16.26,0,0
mivgokj0,45,M,26-06-20,0.3235,0.360729167,1.877,48,0.322786521,17.315,0,0
yub52hf0,39,F,27-06-20,0.375,0.501479169,2.039,48,0.455163945,24.0710001,0,0
vzaksxim,42,M,28-06-20,0.3815,0.413625,1.627,48,0.32729846,19.854,0.012,1
fzx4elz7,56,M,29-06-20,0.2035,0.212020833,0.658,48,0.179325271,10.177,0,0
j6uibq31,58,M,30-06-20,0.0965,0.214895835,1.4910001,48,0.275677067,10.3150001,0,1
h187gn9d,35,M,01-07-20,0.245,0.289583335,1.437,48,0.302126641,13.9000001,0,1
axvq02ly,58,F,02-07-20,0.2485,0.317041667,1.401,48,0.329237673,15.218,0,1
51bl9n7w,41,M,03-07-20,0.3025,0.406604163,1.6059999,48,0.387614501,19.5169998,0,1
nfmaskma,57,M,04-07-20,0.314,0.425770833,1.928,48,0.375701174,20.437,0,0
si9vgamw,42,M,05-07-20,0.3185,0.434687502,1.6160001,48,0.395048786,20.8650001,0,0
09pyozbi,62,M,06-07-20,0.25,0.320625002,1.6160001,48,0.31035222,15.3900001,0,0
spbiy43j,59,M,07-07-20,0.2335,0.3326875,1.278,48,0.277796202,15.969,0.022,1
a4b1axv5,41,F,08-07-20,0.08,0.233291669,1.812,48,0.377715646,11.1980001,0,0
hpgbr259,50,M,09-07-20,0.1855,0.211625,1.147,48,0.224446233,10.158,0,1
b2pu5zsz,59,M,10-07-20,0.1285,0.329270833,2.027,48,0.473818699,15.805,0,0
m92yj1ch,61,F,11-07-20,0.196,0.243541667,0.947,48,0.221885821,11.69,0,0
x9ogv34y,54,M,12-07-20,0.1245,0.210854167,0.836,48,0.213611896,10.121,0,1
h3t03w75,54,M,13-07-20,0.0555,0.087083333,0.328,48,0.105630998,4.18,0,0
vd242w2o,52,M,14-07-20,0.062,0.099854167,0.494,48,0.121922017,4.793,0,0
9fdf5h12,47,M,15-07-20,0.0885,0.1796875,1.456,48,0.254305827,8.625,0,0
ma9h8v0s,66,F,16-07-20,0.0845,0.1928125,1.397,48,0.28444142,9.255,0,0
plbhi112,58,M,17-07-20,0.0775,0.165125,1.069,48,0.23280232,7.926,0,0
6x167lv9,64,M,18-07-20,0.08,0.152291667,0.801,48,0.180041834,7.31,0,0
